,ID,Objetivos,Estrategias,LARs,LAR,Acciones Potenciales,Categoria,Temas_G5,G5,Temas,Agenda,Nombre,Tipo G,Tipo,Proyecto Actividad,Responsable,Prioridad,Trimestre,Status,Ejecución,Comentarios Áreas,regulador G5,Tipo Coadyuvancia,Comentarios_x,Is Equal Proy,Is Equal Score,Coment Total,comentario_sd,Comentarios de los Comisionados,Prioridades,respuesta del área,Sugerencias CGPE,Respuesta área,valor JJ,esfuerzo JJ,comentario JJ,Oficina 1,valor RC,esfuerzo RC,comentario RC,Oficina 2,valor AR,esfuerzo AR,comentario AR,Oficina 3,average_score (Preliminar),valoración_RC2,esfuerzo_RC2,comentario_RC2,Score_RC2,valoración_JJ2,esfuerzo_JJ2,comentario_JJ2,Score_JJ2,valoración_SD2,esfuerzo_SD2,comentario_SD2,Score_SD2,valoración_AR2,esfuerzo_AR2,Average_score_round,Score_AR2,Comenatarios Comisionados 10.10.21,Comentarios reconsideración 20.10.21,Prioritarios,Puntuación Final,Detalle_deadline,Meta 2022,PAT 2022,¿Proviene de PAT 2021?,¿Ha sido concluido el proyecto o actividad?,"Mes y año tentativo de terminación del proyecto o actividad 
(mm/aa)",Nombre completo del responsable del proyecto,Porcentaje de avance al momento de atención a este reporte (0-100%),Comentarios_y
92,96,Objetivo 2 (Competencia),Estrategia 2.1,"LAR 2.1.4: Garantizar un monitoreo continuo de las medidas regulatorias impuestas en materia de competencia económica, incluidas las relativas a la provisión de servicios digitales sobre Internet y al contexto de preponderancia, y adecuar las mismas según un criterio de “smart regulation” en función de su efectividad y de la evolución de los sectores de TyR y del ecosistema digital",LAR 2.1.4,Analizar mecanismos de intervención regulatoria exante y/o expost que favorezcan el desarrollo eficiente de los sectores de TyR en un entorno convergente,Regulación,Industria 4.0,,Industria 4.0,,Analizar la experiencia internacional en materia de regulación de los mercados digitales a efecto de identificar mecanismos de intervención en México y cómo estos convivirían con la regulación tradicional emitida por el Instituto. ,Estudio,Estudio,Actividad,UPR,2022,,,2022,Analizar la experiencia internacional en materia de regulación de los mercados digitales a efecto de identificar mecanismos de intervención en México y cómo estos convivirían con la regulación tradicional emitida por el Instituto. ,,Individual,,,,"Este estudio parece muy oportuno, con prospectiva.  [JJ]",,"Este estudio parece muy oportuno, con prospectiva.  [JJ]",Implementar,"Se toma nota 

 UPR-DGDTR: sin dudas que responder.",,,A,A,"Este estudio parece muy oportuno, con prospectiva.  [JJ]",100.0,A,M,,85.0,B,M,,15.0,67.0,A,M,,85.0,A,A,,100.0,A,M,,85.0,B,M,,15,,,1.0,71.0,,,Sí,,,,,,
93,97,Objetivo 2 (Competencia),Estrategia 2.1,"LAR 2.1.2: Aplicar la política de competencia económica en un contexto de mercados relevantes, teniendo presente la existencia de nuevos agentes, modelos de negocio y posibles cuellos de botella o insumos esenciales en la provisión de servicios digitales",LAR 2.1.2,"Diseñar una propuesta preliminar de la metodología a seguir para poner en acción este enfoque preventivo o correctivo (metodología para la definición de mercados relevantes, identificación de agentes con poder sustancial de mercado, etc.).",Competencia Económica,Otros temas G5,,Competencia en el Ecosistema Digital,,"Lineamientos para la sustanciación, por medios electrónicos, de las investigaciones a cargo de la AI del IFT*",Guías técnicas,Proyecto,Proyecto,AI,2021,,,2021,,No,Individual,"-Este tipo de proyectos deberían ser parte de algo de gobierno electrónico en general y no estar incluyendo trámite por trámite como proyectos individuales de cada área o de la AI. [JJ] 

 -Se considera Alto Impacto por ser de PAT 2021 [RC]",,,"-Este tipo de proyectos deberían ser parte de algo de gobierno electrónico en general y no estar incluyendo trámite por trámite como proyectos individuales de cada área o de la AI. [JJ] 

 -Se considera Alto Impacto por ser de PAT 2021 [RC]",PAT 2021 [SD],"-Este tipo de proyectos deberían ser parte de algo de gobierno electrónico en general y no estar incluyendo trámite por trámite como proyectos individuales de cada área o de la AI. [JJ] 

 -Se considera Alto Impacto por ser de PAT 2021 [RC] 

 PAT 2021 [SD]",Implementar,"Se toma nota para los futuros proyectos. 

 ",Se sugiere que esta actividad no forme parte del Gobierno Abierto y Electrónico.,,M,M,Este tipo de proyectos deberían ser parte de algo de gobierno electrónico en general y no estar incluyendo trámite por trámite como proyectos individuales de cada área o de la AI. [JJ],50.0,A,M,Se considera Alto Impacto por ser de PAT 2021 [RC],85.0,A,A,,100.0,78.0,A,M,,85.0,M,M,,50.0,M,B,,35.0,A,A,,100,,,1.0,68.0,,,Sí,,,,,,
94,98,Objetivo 2 (Competencia),Estrategia 2.1,"LAR 2.1.2: Aplicar la política de competencia económica en un contexto de mercados relevantes, teniendo presente la existencia de nuevos agentes, modelos de negocio y posibles cuellos de botella o insumos esenciales en la provisión de servicios digitales",LAR 2.1.2,"Realizar una evaluación integral sobre las implicaciones, costos y beneficios de adecuar la aplicación de la política de
competencia económica hacia un con texto de mercados relevantes y mejores prácticas internacionales en el ecosis
tema digital, donde se incluyan todo el abanico de modelos de negocios y proposiciones de servicios en la cadena de
valor, así como evaluar la necesidad de efectuar cambios en el marco normativo actual para acomodar este enfoque regulatorio.",Competencia Económica,Otros temas G5,,Competencia en el Ecosistema Digital,,Determinación de obligaciones específicas aplicables al agente económico con poder sustancial en la provisión del servicio de televisión y audio restringidos en 35 mercados relevantes*,Instrumento Regulatorio,Proyecto,Proyecto,UPR,2022,IV,,2022,,No,Coadyuvancia,"-Entendería que es un tema pendiente a partir de la declaratoria. Es decir, parece que el IFT está en falta mientras no se emitan esas obligaciones específicas. [JJ] 

 -Se considera Alto Impacto por ser de PAT 2021 [RC]",,,"-Entendería que es un tema pendiente a partir de la declaratoria. Es decir, parece que el IFT está en falta mientras no se emitan esas obligaciones específicas. [JJ] 

 -Se considera Alto Impacto por ser de PAT 2021 [RC]",PAT 2021 [SD],"-Entendería que es un tema pendiente a partir de la declaratoria. Es decir, parece que el IFT está en falta mientras no se emitan esas obligaciones específicas. [JJ] 

 -Se considera Alto Impacto por ser de PAT 2021 [RC] 

 PAT 2021 [SD]",Implementar,"  UPR-DGDTR: al ser un proyecto PAT y estar en proceso de ejecución de algunas etapas para poder imponer las obligaciones específicas, se estaría en ejercicio de las atribuciones del IFT, es decir, no se considera que se esté en falta.",,,A,A,"Entendería que es un tema pendiente a partir de la declaratoria. Es decir, parece que el IFT está en falta mientras no se emitan esas obligaciones específicas. [JJ]",100.0,A,A,Se considera Alto Impacto por ser de PAT 2021 [RC],100.0,M,A,,65.0,88.0,A,A,,100.0,A,A,,100.0,A,A,,100.0,M,A,,65,,,1.0,91.0,2022-IV,100.0,Sí,Sí,,,,,
95,99,Objetivo 2 (Competencia),Estrategia 2.1,"LAR 2.1.2: Aplicar la política de competencia económica en un contexto de mercados relevantes, teniendo presente la existencia de nuevos agentes, modelos de negocio y posibles cuellos de botella o insumos esenciales en la provisión de servicios digitales",LAR 2.1.2,"Realizar una evaluación integral sobre las implicaciones, costos y beneficios de adecuar la aplicación de la política de
competencia económica hacia un con texto de mercados relevantes y mejores prácticas internacionales en el ecosis
tema digital, donde se incluyan todo el abanico de modelos de negocios y proposiciones de servicios en la cadena de
valor, así como evaluar la necesidad de efectuar cambios en el marco normativo actual para acomodar este enfoque regulatorio.",Competencia Económica,Competencia en el Ecosistema Digital,,Competencia en el Ecosistema Digital,,"* Modificación a las Disposiciones Regulatorias de la Ley Federal de Competencia Económica para los sectores de TyR, en lo relativo al procedimiento de reducción del importe de multas, tratándose de prácticas monopólicas absolutas ",Instrumento Regulatorio,Proyecto,Proyecto,AI,2021,,,2021,,,Individual,"-Según la descripción es modificar algo que ya existe, antes de saber si es de jerarquía alta, mediana o baja sería necesario conocer lo que se pretende con esas modificaciones. Lo que las justifica. [JJ] 

 -Se considera Alto Impacto por ser de PAT 2021 [RC]",,,"-Según la descripción es modificar algo que ya existe, antes de saber si es de jerarquía alta, mediana o baja sería necesario conocer lo que se pretende con esas modificaciones. Lo que las justifica. [JJ] 

 -Se considera Alto Impacto por ser de PAT 2021 [RC]",PAT 2021 [SD],"-Sería necesario conocer lo que se pretende con esas modificaciones. Lo que las justifica. [JJ] 

 -Se considera Alto Impacto por ser de PAT 2021 [RC] 

 PAT 2021 [SD]",En análisis,"Con la emisión de esta modificación a las Disposiciones Regulatorias, se busca brindar mayor certeza, claridad y seguridad jurídica a los agentes económicos que soliciten acogerse al beneficio previsto en el artículo 103 de la LFCE, en los sectores de TyR. De esta manera, se continuará sumando a las actividades del IFT en la promoción activa de mecanismos para la detección de PMAs, lo que contribuirá a las acciones de fomento a la competencia efectiva en México en los sectores de las TyR. ",,,M,M,"Según la descripción es modificar algo que ya existe, antes de saber si es de jerarquía alta, mediana o baja sería necesario conocer lo que se pretende con esas modificaciones. Lo que las justifica. [JJ]",50.0,A,M,Se considera Alto Impacto por ser de PAT 2021 [RC],85.0,B,B,,0.0,45.0,A,M,,85.0,M,M,,50.0,M,B,,35.0,B,B,,0,,,0.0,43.0,,,Sí,,,,,,
96,100,Objetivo 2 (Competencia),Estrategia 2.1,"LAR 2.1.4: Garantizar un monitoreo continuo de las medidas regulatorias impuestas en materia de competencia económica, incluidas las relativas a la provisión de servicios digitales sobre Internet y al contexto de preponderancia, y adecuar las mismas según un criterio de “smart regulation” en función de su efectividad y de la evolución de los sectores de TyR y del ecosistema digital",LAR 2.1.4,Evaluar el impacto de las medidas regulatorias impuestas en materia de competencia económica que permitan medir el alcance de las medidas impuestas por el IFT.,Competencia Económica,Competencia en el Ecosistema Digital,,Competencia en el Ecosistema Digital,,Revisión y actualización de Indicadores Clave de Desempeño*,Documento técnico,Proyecto,Proyecto,UPR,2022,II,,2022,Estas opiniones puedenseñalar características de las medidas regulatorias que tengan efectos contrarios o favorables para la competencia económica en un mercado o servicio en particular.,,Coadyuvancia,,,,Se considera Alto Impacto por ser de PAT 2021 [RC],PAT 2021 [SD],"Se considera Alto Impacto por ser de PAT 2021 [RC] 

 PAT 2021 [SD]",Implementar,"Se toma nota 

 UPR-DGDTR: sin dudas que responder.",,,A,A,,100.0,A,A,Se considera Alto Impacto por ser de PAT 2021 [RC],100.0,M,A,,65.0,88.0,A,A,,100.0,A,A,,100.0,A,M,,85.0,M,A,,65,,,1.0,88.0,2022-II,100.0,Sí,Sí,,,,,
97,101,Objetivo 2 (Competencia),Estrategia 2.1,"LAR 2.1.1: Monitorear y estudiar las implicaciones desde un punto de vista de competencia económica de los nuevos modelos de negocio del ecosistema digital, considerando los mercados digitales en los que el Instituto sea la autoridad competente para resolver.",LAR 2.1.1,Analizar las potenciales implicaciones que pueden tener estos modelos de negocio en materia de competencia económica dentro del ecosistema digital.,Estudios y análisis,Competencia en el Ecosistema Digital,,Competencia en el Ecosistema Digital,,* Estudio sobre plataformas digitales y modelos de negocios,Estudio,Estudio,Actividad,AI,2021,,,2021,,,Individual,"-El estudio puede ser muy relevante para argumentar en casos de conflictos competenciales. [JJ] 

 -Se considera Alto Impacto por ser de PAT 2021 -estudios y análisis [RC]",,,"-El estudio puede ser muy relevante para argumentar en casos de conflictos competenciales. [JJ] 

 -Se considera Alto Impacto por ser de PAT 2021 -estudios y análisis [RC]",PAT 2021 [SD],"-El estudio puede ser muy relevante para argumentar en casos de conflictos competenciales. [JJ] 

 -Se considera Alto Impacto por ser de PAT 2021 -estudios y análisis [RC] 

 PAT 2021 [SD]",Implementar,"Se toma nota 

 ",,,A,A,El estudio puede ser muy relevante para argumentar en casos de conflictos competenciales. [JJ],100.0,A,M,Se considera Alto Impacto por ser de PAT 2021 -estudios y análisis [RC],85.0,B,M,,15.0,67.0,A,M,,85.0,A,A,,100.0,A,M,,85.0,B,M,,15,,,1.0,71.0,,,Sí,,,,,,
98,102,Objetivo 3 (Adopción Digital),Estrategia 3.1,"LAR 3.1.4: Colaborar con los organismos nacionales relevantes en la promoción de la alfabetización digital y fomentar la confianza de los usuarios acerca de los servicios y dispositivos disponibles en el ecosistema digital, así como en el uso responsable y seguro de los mismos",LAR 3.1.4,Diseñar y ejecutar un plan de acción conjunto a partir de las áreas de colaboración identificadas.,Regulación,Protección de las audiencias y usuarios,Protección de las audiencias y usuarios,Protección de las audiencias y usuarios,,Programa de acciones para promover la confianza en el ecosistema digital 2022,Programa,Proyecto,Proyecto,CGPU,2022,IV,,2022,"Dentro del PAT  2021 se estableció el ejecutar un ""Programa de acciones para promover la confianza en el ecosistema digital"" que permitirá la coordinación con otras Instituciones para realizar acciones conjuntas como mesas de trabajo, intercambio de información, elaboración de materiales informativos y campañas conjuntas, así como llevar a cabo talleres, charlas o cursos. Lo anterior, con la finalidad de promover la confianza en el entorno digital, acceso seguro a Internet y promover una cultura de ciberseguridad.",Sí,Coadyuvancia,,,,Se considera Alto Impacto por ser de PAT 2021 [RC],PAT 2021 [SD],"Se considera Alto Impacto por ser de PAT 2021 [RC] 

 PAT 2021 [SD]",Implementar,"Se toma nota 

 ",,,A,A,,100.0,A,B,Se considera Alto Impacto por ser de PAT 2021 [RC],70.0,A,A,,100.0,90.0,A,B,,70.0,A,A,,100.0,B,B,,0.0,A,A,,100,,,1.0,68.0,2022-IV,100.0,Sí,No,,,,,
99,103,Objetivo 3 (Adopción Digital),Estrategia 3.2,"LAR 3.2.1: Realizar un monitoreo y análisis tecnológico continuo para identificar de forma anticipada tecnologías y/o casos de uso emergentes, así como evaluar el rol que puede tomar el Instituto en el fomento de su adopción",LAR 3.2.1,"A partir de los estudios periódicos realizados conforme a la LAR anterior (LAR 3.2.1), identificar los mecanismos adecuados para difundir y hacer públicas las principales conclusiones de los estudios, con vistas a fomentar la adopción de las nuevas tecnologías por parte de la sociedad y sus sectores productivos. Para efectos ilustrativos, estas acciones podrían desarrollarse en torno a las siguientes temáticas: redes 5G, inteligencia artificial, OTT, Internet de las Cosas, Big Data, Blockchain o IPv6.",Estudios y análisis,Industria 4.0,,Industria 4.0,,Estudio de mercado de los chipsets,Estudio,Estudio,Actividad,CES,2025,,,2025,Estudio de mercado de los chipsets,,Individual,,,,Necesario más contexto para entender que se estaría buscando con este estudio. [JJ],¿En que consiste? [SD],"Necesario más contexto para entender que se estaría buscando con este estudio. [JJ] 

 ¿En que consiste? [SD]",En análisis,"El objetivo del estudio es identificar chipsets o procesadores que se están desarrollado principalmente para el 5G, la inteligencia artificial e internet de las cosas, así como el segmento de mercado al que van dirigidos. También, entender las dinámicas de competencia en mercados complejos donde la cooperación y la competencia coexiste como mecanismos para mantener las ventajas competitivas.
El beneficio esperado es proveer información sobre posibles cuellos de botella respecto a la asequibilidad de los equipos terminales, limitantes para fragmentar el espectro, entre otros, así como aportar elementos para el entendimiento del funcionamiento de mercados complejos. ",,,B,B,Necesario más contexto para entender que se estaría buscando con este estudio. [JJ],0.0,M,B,,35.0,B,A,,30.0,22.0,M,B,,35.0,B,B,,0.0,A,M,,85.0,B,A,,30,,,0.0,59.0,,,,,,,,,
100,104,Objetivo 3 (Adopción Digital),Estrategia 3.1,"LAR 3.1.6  Colaborar con las entidades involucradas, tanto públicas como privadas, en la promoción de la investigación en nuevas tecnologías para la innovación y desarrollo de casos de uso dentro del ecosistema digital.",LAR 3.1.6,Fortalecer los canales de comunicación con éstas a fin de identificar áreas de colaboración para desarrollar un rol de soporte por parte del Instituto en esta materia.,Capacitación,Innovación Institucional,,Innovación Institucional,,Revista Internacional de Telecomunicaciones,Estudio,Programa o informe,Actividad,CES,2026,,,Continuo,Revista Internacional de Telecomunicaciones,,Individual,"-¿porqué la revista fortalece los lazos de colaboración con instituciones públicas y privadas?: me parece más un medio de difusión. [JJ] 

 -Se considera Alto Impacto por ser de fecha de ejecución Continua. [RC]",,,"-¿porqué la revista fortalece los lazos de colaboración con instituciones públicas y privadas?: me parece más un medio de difusión. [JJ] 

 -Se considera Alto Impacto por ser de fecha de ejecución Continua. [RC]",Actividad continua/recurrente  [SD],"-¿porqué la revista fortalece los lazos de colaboración con instituciones públicas y privadas?: me parece más un medio de difusión. [JJ] 

 -Se considera Alto Impacto por ser de fecha de ejecución Continua. [RC] 

 Actividad continua/recurrente  [SD]",En análisis,"Este proyecto es parte del PAA 2021 del CES. 
La revista desde luego es en primera instancia un medio de difusión y de transmisión del conocimiento. Adicionalmente, puede contribuir a fortalecer la colaboración con instituciones de educación superior al buscar la participación, a través de documentos de trabajo relacionados con las telecomunicaciones y la radiodifusión, de investigadores interesados en estos temas. ",,,M,M,¿porqué la revista fortalece los lazos de colaboración con instituciones públicas y privadas?: me parece más un medio de difusión. [JJ],50.0,A,B,Se considera Alto Impacto por ser de fecha de ejecución Continua. [RC],70.0,B,M,,15.0,45.0,A,B,,70.0,M,M,,50.0,B,B,,0.0,B,M,,15,,,0.0,34.0,,,,,,,,,
101,105,Objetivo 3 (Adopción Digital),Estrategia 3.2,LAR 3.2.2 Comunicar las ventajas y fomentar la adopción de nuevas tecnologías y casos de uso en la sociedad y en los sectores productivos.,LAR 3.2.2,Concientizar a la sociedad sobre los beneficios del desarrollo del sector de las telecomunicaciones,Estudios y análisis,Industria 4.0,,Industria 4.0,,Estudio sobre el impacto de las telecomunicaciones en el crecimiento económico y la productividad,Estudio,Estudio,Actividad,CES,2024,,,2024,El impacto de las telecomunicaciones en el crecimiento económico y la productividad,,Individual,,,,Identificar y documentar esa relación entre telecomunicaciones y crecimiento económico y productividad sería muy útil. 2024 parece un ejercicio muy lejano para eso. [JJ],,Identificar y documentar esa relación entre telecomunicaciones y crecimiento económico y productividad sería muy útil. 2024 parece un ejercicio muy lejano para eso. [JJ],En análisis,El estudio se cambia para 2022. ,,,A,A,Identificar y documentar esa relación entre telecomunicaciones y crecimiento económico y productividad sería muy útil. 2024 parece un ejercicio muy lejano para eso. [JJ],100.0,M,B,,35.0,B,M,,15.0,50.0,M,B,,35.0,A,A,,100.0,M,M,,50.0,B,M,,15,,,0.0,46.0,,,,,,,,,
102,106,Objetivo 3 (Adopción Digital),Estrategia 3.1,"LAR 3.1.1: Desarrollar y difundir recomendaciones, disposiciones técnicas y/o buenas prácticas en materia de ciberseguridad",LAR 3.1.1,"Desarrollar estudios prospectivos sobre los potenciales riesgos de ciberseguridad de dispositivos y redes, tomando en cuenta de la evolución tecnológica y de mercado (por ejemplo, desarrollo de redes de Internet de las Cosas, 5G, computación en la nube, etc.).",Estudios y análisis,Ciberseguridad,Ciberseguridad,Ciberseguridad,"2. Agenda para la promoción de la adopción y uso de servicios de telecomunicaciones y nuevas tecnologías en las micro, pequeñas y medianas empresas",Código de mejores prácticas para la ciberseguridad en el Internet de las Cosas* ,Estudio,Estudio,Actividad,UPR,2022,II,,2022,Mejores prácticas e instrumentos para el análisis de potenciales riesgos respecto del uso de la inteligencia artificial y los megadatos e implicaciones de política pública,Sí,Individual,"-Los comentarios de áreas no parecen muy consistentes con el nombre de actividad/proyecto. [JJ] 

 -Se considera Alto Impacto por ser de PAT 2021 -estudios y análisis [RC]",,,"-Los comentarios de áreas no parecen muy consistentes con el nombre de actividad/proyecto. [JJ] 

 -Se considera Alto Impacto por ser de PAT 2021 -estudios y análisis [RC]",PAT 2021 [SD],"-Los comentarios de áreas no parecen muy consistentes con el nombre de actividad/proyecto. [JJ] 

 -Se considera Alto Impacto por ser de PAT 2021 -estudios y análisis [RC] 

 PAT 2021 [SD]",Implementar,"Se elaborará un documento en donde se establecerán las mejores prácticas de ciberseguridad mediante recomendaciones para dispositivos IoT que puedan hacer uso del espectro radioeléctrico o ser conectados a través de redes de telecomunicaciones; así como aquellos servicios digitales comúnmente  vinculados a estos dispositivos que son requeridos para proporcionar la funcionalidad prevista por estos con un enfoque basado en gestión de riesgos y enfatizando la seguridad por diseño. 

Con la emisión de este Código se coadyuvará a reducir las vulnerabilidades y ciberataques a la seguridad de los dispositivos evitando daños a los usuarios; además de incentivar la innovación tecnológica ante las necesidades cambiantes del sector.

Durante 2019 se integró una versión final del código, sin embargo, su publicación fue temporalmente suspendida debido a su dependencia con el Plan de Acciones en materia de ciberseguridad. 

 Actualmente la UPR desarrolla un Código de mejores prácticas para la Ciberseguridad del Internet de las Cosas (IoT), el cual tiene por objetivo establecer las mejores prácticas de Ciberseguridad mediante recomendaciones para los Dispositivos IoT, que puedan hacer uso del espectro radioeléctrico o ser conectados a redes de telecomunicaciones.

Es un instrumento de referencia que busca fortalecer e impulsar el desarrollo del IoT en México y sus consecuentes beneficios sociales y económicos, así como el incremento de la confianza en el uso del Internet, coadyuvando a una evolución tecnológica segura y confiable, así como promover la responsabilidad social en el ecosistema digital.

Es preciso señalar, que dicho código toma como base la especificación técnica  ETSI TS 103 645 V2.1.2 (2020-06) CYBER; Cyber Security for Consumer Internet of Things: Baseline Requirements; realizada por el Comité Técnico de Ciberseguridad (CYBER).",,,M,M,,50.0,A,M,Se considera Alto Impacto por ser de PAT 2021 -estudios y análisis [RC],85.0,A,A,,100.0,78.0,A,M,,85.0,M,M,,50.0,A,A,,100.0,A,A,,100,,,1.0,84.0,2022-II,100.0,Sí,Sí,,,,,
103,107,Objetivo 3 (Adopción Digital),Estrategia 3.1,"LAR 3.1.6: Colaborar con las entidades involucradas, tanto públicas como privadas, en la promoción de la investigación en nuevas tecnologías para la innovación y desarrollo de casos de uso dentro del ecosistema digital",LAR 3.1.6,"Realizar estudios periódicos que aborden los beneficios que aportan las nuevas tecnologías y/o casos de uso emergentes a los ciudadanos y sectores productivos de la sociedad, así como de los principales catalizadores existentes, desde un punto de vista regulatorio, para el fomento de su adopción y desarrollo, y el rol que puede tomar el Instituto y otras entidades involucradas. Para efectos ilustrativos, estos estudios podrían desarrollarse en torno a las siguientes temáticas: redes 5G, inteligencia artificial, OTT, Internet de las Cosas, Big Data, Blockchain o IPv6.",Estudios y análisis,Otros temas G5,,Industria 4.0,,Estudio sobre el uso y/o abuso del big data como herramienta de competencia y/o desplazamiento,Estudio,Estudio,Actividad,CES,2024,,,2024,El uso y/o abuso del big data como herramienta de competencia y/o desplazamiento,,Individual,,,,"Big data solo podría incidir para la competencia o desplazamiento? El tema es relevante pero probablemente debería ser más general: ""riesgos y oportunidades de big data""..  [JJ]",,"Big data solo podría incidir para la competencia o desplazamiento? El tema es relevante pero probablemente debería ser más general: ""riesgos y oportunidades de big data""..  [JJ]",En análisis,"Big data infiere en efecto en muchos factores. El estudio busca, desde una óptica de compentencia, encontrar si su generación, posesión y libertad de venta es una herramienta más para competir en los mercados digitales o es una herramienta que permite desplazar (u obstaculizar el crecimiento) a sus competidores y por lo tanto debería emitirse la obligación de compartirlo. Lo anterior no excluye las consideraciones generales de los retos y oportunidades que enfrenta la generación/posesión/y libertad de venta del big data. ","Se sugiere reconsiderar el nombre, de acuerdo a lo que dice JJ.",Creo que con la explicación que se da en la erespuesta del área el título se ajusta a lo que busca el estudio. ,M,M,"Big data solo podría incidir para la competencia o desplazamiento? El tema es relevante pero probablemente debería ser más general: ""riesgos y oportunidades de big data""..  [JJ]",50.0,B,B,,0.0,M,A,,65.0,38.0,B,B,,0.0,M,M,,50.0,M,M,,50.0,M,A,,65,,,0.0,41.0,,,,,,,,,
104,109,Objetivo 3 (Adopción Digital),Estrategia 3.2,"LAR 3.2.1: Realizar un monitoreo y análisis tecnológico continuo para identificar de forma anticipada tecnologías y/o casos de uso emergentes, así como evaluar el rol que puede tomar el Instituto en el fomento de su adopción",LAR 3.2.1,"Realizar estudios periódicos que aborden los beneficios que aportan las nuevas tecnologías y/o casos de uso emergentes a los ciudadanos y sectores productivos de la sociedad, así como de los principales catalizadores existentes, desde un punto de vista regulatorio, para el fomento de su adopción y desarrollo, y el rol que puede tomar el Instituto y otras entidades involucradas. Para efectos ilustrativos, estos estudios podrían desarrollarse en torno a las siguientes temáticas: redes 5G, inteligencia artificial, OTT, Internet de las Cosas, Big Data, Blockchain o IPv6.",Estudios y análisis,Otros temas G5,,Competencia en el Ecosistema Digital,,Concentraciones y empaquetamientos de servicios de telecomunicaciones y contenidos. Una perspectiva de competencia,Estudio,Estudio,Actividad,CES,2025,,,2025,Concentraciones y empaquetamientos de servicios de telecomunicaciones y contenidos. Una perspectiva de competencia,No,Individual,,,,Necesario más contexto para entender que se estaría buscando con este estudio. [JJ],,Necesario más contexto para entender que se estaría buscando con este estudio. [JJ],En análisis,"El objetivo del estudio es identificar cómo las concentraciones entre distintos oferentes de telecomunicaciones y la manera en que ofrecen su oferta empaquetada les ha permitido posicionarse en el mercado mexicano identificando a su vez los mercados relevantes en cuestión, es decir, si es necesario modificar la manera tradicional de definirlos o no.
La utilidad del estudio para el IFT es fortalecer, en su caso, los umbrales de notificación para las concentraciones en los sectores de TyR y proponer ajustes a las definiciones mercados relevates tradicionales. ",Timing CES,,B,B,Necesario más contexto para entender que se estaría buscando con este estudio. [JJ],0.0,B,B,,0.0,B,A,,30.0,10.0,B,B,,0.0,B,B,,0.0,M,M,,50.0,B,A,,30,,,0.0,63.0,,,,,,,,,
105,110,Objetivo 3 (Adopción Digital),Estrategia 3.1,"LAR 3.1.4: Colaborar con los organismos nacionales relevantes en la promoción de la alfabetización digital y fomentar la confianza de los usuarios acerca de los servicios y dispositivos disponibles en el ecosistema digital, así como en el uso responsable y seguro de los mismos",LAR 3.1.4,Impacto de las redes de Nueva Generación en el combate a la brecha digital y los retos de cobertura de servicios móviles e internet en México,Estudios y análisis,Regulación Colaborativa,Regulación Colaborativa,Infraestructura Digital,,Estudio del Impacto de las redes de Nueva Generación en el combate a la brecha digital y los retos de cobertura de servicios móviles e Internet en México,Estudio,Estudio,Actividad,CES,2023,,,2023,Estudio del Impacto de las redes de Nueva Generación en el combate a la brecha digital y los retos de cobertura de servicios móviles e internet en México,Sí,Individual,,,,"A manera de hipótesis, creo que los casos de uso de las redes de nueva generación son los que podrían impactar positivamente en reducir la brecha digital. Ej, usos en salud, educación, agricultura, etc. [JJ]",,"A manera de hipótesis, creo que los casos de uso de las redes de nueva generación son los que podrían impactar positivamente en reducir la brecha digital. Ej, usos en salud, educación, agricultura, etc. [JJ]",En análisis,Se considerará la recomendación.,"Timing CES
Revisar retroalimentación de insumos de estudios con ID 287 y ID 289. 
El principal tema de los tres es la brecha digital.","Lo estudios con ID 287 y 289 ya no se realizarán, por lo que este estudio ya no empalmaría con ellos",M,M,"A manera de hipótesis, creo que los casos de uso de las redes de nueva generación son los que podrían impactar positivamente en reducir la brecha digital. Ej, usos en salud, educación, agricultura, etc. [JJ]",50.0,M,B,,35.0,B,A,,30.0,38.0,M,B,,35.0,M,M,,50.0,A,M,,85.0,B,A,,30,,,1.0,80.0,,,,,,,,,
